station,stationCode,observedDate,metric,value,unit,provider,resolution,aggregation,quality,sourceFile
Lom,lom,2021-01-01,water_discharge,5160.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-02,water_discharge,5172.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-03,water_discharge,5535.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-04,water_discharge,6095.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-05,water_discharge,6747.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-06,water_discharge,6655.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-07,water_discharge,6946.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-08,water_discharge,7430.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-09,water_discharge,7634.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-10,water_discharge,7430.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-11,water_discharge,7839.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-12,water_discharge,7812.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-13,water_discharge,7593.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-14,water_discharge,7281.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-15,water_discharge,7430.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-16,water_discharge,7566.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-17,water_discharge,7321.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-18,water_discharge,6655.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-19,water_discharge,6237.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-20,water_discharge,5838.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-21,water_discharge,5509.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-22,water_discharge,5447.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-23,water_discharge,5334.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-24,water_discharge,5309.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
Lom,lom,2021-01-25,water_discharge,5210.0,m3/s,appd-bg,daily,daily_mean,official,01_Apr_2026_09_38_59_Лом_2021_инфо_БГ.pdf
