station,stationCode,observedDate,metric,value,unit,provider,resolution,aggregation,quality,sourceFile
Novo Selo,novo-selo,2021-01-01,water_temperature,6.2,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-02,water_temperature,6.1,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-03,water_temperature,6.3,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-04,water_temperature,6.6,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-05,water_temperature,6.7,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-06,water_temperature,6.7,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-07,water_temperature,6.7,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-08,water_temperature,6.7,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-09,water_temperature,6.5,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-10,water_temperature,6.7,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-11,water_temperature,6.1,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-12,water_temperature,6.3,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-13,water_temperature,6.8,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-14,water_temperature,6.4,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-15,water_temperature,5.8,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-16,water_temperature,5.6,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-17,water_temperature,4.3,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-18,water_temperature,4.0,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-19,water_temperature,3.6,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-20,water_temperature,3.5,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-21,water_temperature,3.5,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-22,water_temperature,3.5,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-23,water_temperature,3.5,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-24,water_temperature,3.4,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-25,water_temperature,3.6,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-26,water_temperature,3.5,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-27,water_temperature,3.2,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-28,water_temperature,3.4,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-29,water_temperature,3.4,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-30,water_temperature,3.6,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-01-31,water_temperature,3.7,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-02-01,water_temperature,4.2,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-02-02,water_temperature,4.5,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-02-03,water_temperature,4.5,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-02-04,water_temperature,4.5,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-02-05,water_temperature,5.0,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-02-06,water_temperature,5.4,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-02-07,water_temperature,5.3,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-02-08,water_temperature,5.2,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-02-09,water_temperature,5.2,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-02-10,water_temperature,5.4,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
Novo Selo,novo-selo,2021-02-11,water_temperature,5.4,C,appd-bg,daily,daily_mean,official,novo-selo-2021.pdf
